"","X","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable","a0","h0","Holling_AIC","Holling_gen_AIC","Poly_2_AIC","Poly_3_AIC","Holling_BIC","Holling_gen_BIC","Poly_2_BIC","Poly_3_BIC","BestAIC","BestBIC","q0"
"3409",3408,40076,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",15.1694,"Individual/(Individual*15 min)",0.016854889,"Sander vitreus (Mitchill 1818)","Daphnia spp.","Sander vitreus (Mitchill 1818) [juvenile]","Daphnia spp.","active","sphere","active","sphere",0.002635505,4.64e-08,"cubic meter",500,"Individuals per liter",0.5,0.051,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,13.8576,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Daphnia spp.","Adult female","water flea","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","100","mm","original","length",1.64,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.366467675821514","0.734376304355278",-28.0124282325195,-21.2086130119804,-24.4375384252236,-24.0893968244901,-28.6371498248353,-22.0415751350682,-25.2705005483113,-25.1305994783498,NA,NA,"-3.18924522027373"
"3415",3414,40077,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.2176,"Individual/(Individual*15 min)",0.000241778,"Sander vitreus (Mitchill 1818)","Daphnia spp.","Sander vitreus (Mitchill 1818) [juvenile]","Daphnia spp.","active","sphere","active","sphere",0.010236336,4.64e-08,"cubic meter",500,"Individuals per liter",0.5,0.051,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,0.2208,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Daphnia spp.","Adult female","water flea","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","150","mm","original","length",1.64,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.528806625234043","1.32364938506711",-72.2431678607416,-63.4712487265443,-69.2953785510643,-81.2700841188634,-72.8678894530574,-64.3042108496321,-70.1283406741521,-82.3112867727231,NA,NA,"4.80498481309041"
"3421",3420,40078,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",2.8175,"Individual/(Individual*15 min)",0.003130556,"Sander vitreus (Mitchill 1818)","Chironomus spp.","Sander vitreus (Mitchill 1818) [juvenile]","Chironomus spp. [larva]","active","surface","active","surface",2.85e-05,1.02e-06,"square meter",25,"Individuals per square meter",25,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,0.4878,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","2D","Chironomous sp.","larva","chironomid larva","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","20","mm","original","length",11.35,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","2.75654962338695","0.267513766929126",-60.7369178362713,-58.9390418099668,-68.7259407739702,-67.0940136685499,-61.3616394285872,-59.7720039330545,-69.5589028970579,-68.1352163224096,NA,NA,"4.6318114339374"
"3427",3426,40079,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",3.3223,"Individual/(Individual*15 min)",0.003691444,"Sander vitreus (Mitchill 1818)","Chironomus spp.","Sander vitreus (Mitchill 1818) [juvenile]","Chironomus spp. [larva]","active","surface","active","surface",0.000101843,1.02e-06,"square meter",25,"Individuals per square meter",25,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,0.5276,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","2D","Chironomous sp.","larva","chironomid larva","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","30","mm","original","length",11.35,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.430761533659343","1.45222687544126",-55.5704884832822,-39.303343412301,-56.5631379712637,-57.4272423579938,-56.195210075598,-40.1363055353887,-57.3961000943515,-58.4684450118536,NA,NA,"4.52543799765408"
"3433",3432,40080,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",3.1613,"Individual/(Individual*15 min)",0.003512556,"Sander vitreus (Mitchill 1818)","Chironomus spp.","Sander vitreus (Mitchill 1818) [juvenile]","Chironomus spp. [larva]","active","surface","active","surface",0.000373057,1.02e-06,"square meter",25,"Individuals per square meter",25,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,0.5276,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","2D","Chironomous sp.","larva","chironomid larva","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","40","mm","original","length",11.35,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.081844294483149","2.15387620106324",-51.7703682048008,NA,-47.4714827580422,-49.3866123249353,-52.3950897971166,NA,-48.30444488113,-50.427814978795,NA,NA,"4.99222555197775"
"3439",3438,40081,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",7.0954,"Individual/(Individual*15 min)",0.007883778,"Sander vitreus (Mitchill 1818)","Chironomus spp.","Sander vitreus (Mitchill 1818) [juvenile]","Chironomus spp. [larva]","active","surface","active","surface",0.001016693,1.02e-06,"square meter",25,"Individuals per square meter",25,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,1.3519,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","2D","Chironomous sp.","larva","chironomid larva","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","50","mm","original","length",11.35,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.232811000583293","0.848672849528514",-58.5009198734289,NA,-51.5980655690814,-57.8278156833987,-59.1256414657447,NA,-52.4310276921691,-58.8690183372585,NA,NA,"4.96153192361817"
"3445",3444,40082,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4.7673,"Individual/(Individual*15 min)",0.005297,"Sander vitreus (Mitchill 1818)","Chironomus spp.","Sander vitreus (Mitchill 1818) [juvenile]","Chironomus spp. [larva]","active","surface","active","surface",0.002061589,1.02e-06,"square meter",25,"Individuals per square meter",25,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,1.3519,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","2D","Chironomous sp.","larva","chironomid larva","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","60","mm","original","length",11.35,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.761562776455225","0.871283442965046",-46.3770471947562,-44.40837356797,-39.2264964441345,-52.2454927689907,-47.0017687870721,-45.2413356910578,-40.0594585672222,-53.2866954228504,NA,NA,"4.68751219334081"
"3451",3450,40083,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",7.0198,"Individual/(Individual*15 min)",0.007799778,"Sander vitreus (Mitchill 1818)","Chironomus spp.","Sander vitreus (Mitchill 1818) [juvenile]","Chironomus spp. [larva]","active","surface","active","surface",0.00327787,1.02e-06,"square meter",25,"Individuals per square meter",25,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,1.3519,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","2D","Chironomous sp.","larva","chironomid larva","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","70","mm","original","length",11.35,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.654552978364718","1.04598810463575",-40.6539856993362,-27.5975715770081,-56.6440756104624,-56.0529920557083,-41.278707291652,-28.4305337000959,-57.4770377335502,-57.094194709568,NA,NA,"-3.69872947689146"
"3457",3456,40084,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",6.0594,"Individual/(Individual*15 min)",0.006732667,"Sander vitreus (Mitchill 1818)","Chironomus spp.","Sander vitreus (Mitchill 1818) [juvenile]","Chironomus spp. [larva]","active","surface","active","surface",0.001249144,1.02e-06,"square meter",25,"Individuals per square meter",25,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,1.3519,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","2D","Chironomous sp.","larva","chironomid larva","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","80","mm","original","length",11.35,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.142386595098074","2.32093341303374",-41.6989638822268,NA,-43.424103932654,-43.9551392272495,-42.3236854745426,NA,-44.2570660557418,-44.9963418811092,NA,NA,"4.70766589744017"
"3463",3462,40085,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",6.8087,"Individual/(Individual*15 min)",0.007565222,"Sander vitreus (Mitchill 1818)","Chironomus spp.","Sander vitreus (Mitchill 1818) [juvenile]","Chironomus spp. [larva]","active","surface","active","surface",0.001852524,1.02e-06,"square meter",25,"Individuals per square meter",25,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,1.3519,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","2D","Chironomous sp.","larva","chironomid larva","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","90","mm","original","length",11.35,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.137875835943666","0.396102873151599",-44.2030166819245,NA,-38.368659749176,-44.9976988426899,-44.8277382742404,NA,-39.2016218722637,-46.0389014965497,NA,NA,"-3.46744025591761"
"3469",3468,40086,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4.7921,"Individual/(Individual*15 min)",0.005324556,"Sander vitreus (Mitchill 1818)","Chironomus spp.","Sander vitreus (Mitchill 1818) [juvenile]","Chironomus spp. [larva]","active","surface","active","surface",0.002635505,1.02e-06,"square meter",25,"Individuals per square meter",25,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,1.3519,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","2D","Chironomous sp.","larva","chironomid larva","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","100","mm","original","length",11.35,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.569541647583288","0.281789640378693",-50.4524332308385,NA,-42.7848432271915,-48.0215407446447,-51.0771548231543,NA,-43.6178053502793,-49.0627433985044,NA,NA,"4.89423825871199"
"3475",3474,40087,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4.4739,"Individual/(Individual*15 min)",0.004971,"Sander vitreus (Mitchill 1818)","Chironomus spp.","Sander vitreus (Mitchill 1818) [juvenile]","Chironomus spp. [larva]","active","surface","active","surface",0.010236336,1.02e-06,"square meter",25,"Individuals per square meter",25,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,1.3519,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","2D","Chironomous sp.","larva","chironomid larva","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","150","mm","original","length",11.35,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","1.25323792707053","0.486080136122972",-50.1644380389259,-50.5944281864936,-55.8680487482918,-53.8720595919408,-50.7891596312418,-51.4273903095814,-56.7010108713796,-54.9132622458005,NA,NA,"0.695044479484467"
"3481",3480,40088,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.8512,"Individual/(Individual*15 min)",0.000945778,"Sander vitreus (Mitchill 1818)","Cyprinus carpio Linnaeus 1758","Sander vitreus (Mitchill 1818) [juvenile]","Cyprinus carpio Linnaeus 1758 [juvenile]","active","sphere","active","sphere",2.85e-05,1.09e-06,"cubic meter",15,"Individuals per cubic meter",15,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,0.1818,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Cyprinus carpio","juvenile","common carp ","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","20","mm","original","length",5.5,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","1.69469826279671","1.10599918271157",-77.7622584154406,-55.8975218508663,-79.7877060593195,-78.1152369433345,-78.3869800077564,-56.730483973954,-80.6206681824073,-79.1564395971942,NA,NA,"4.35038933763281"
"3487",3486,40089,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.7236,"Individual/(Individual*15 min)",0.000804,"Sander vitreus (Mitchill 1818)","Cyprinus carpio Linnaeus 1758","Sander vitreus (Mitchill 1818) [juvenile]","Cyprinus carpio Linnaeus 1758 [juvenile]","active","sphere","active","sphere",0.000101843,3e-06,"cubic meter",15,"Individuals per cubic meter",15,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,0.1493,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Cyprinus carpio","juvenile","common carp ","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","30","mm","original","length",8.25,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.488276144682065","0.109925769673148",-70.0110329775622,-68.0259907225768,-70.2781784761995,-69.3688011874602,-70.6357545698781,-68.8589528456646,-71.1111405992873,-70.4100038413199,NA,NA,"0.703023235321394"
"3493",3492,40090,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.4181,"Individual/(Individual*15 min)",0.000464556,"Sander vitreus (Mitchill 1818)","Lepomis macrochirus Rafinesque 1819","Sander vitreus (Mitchill 1818) [juvenile]","Lepomis macrochirus Rafinesque 1819 [juvenile]","active","sphere","active","sphere",0.000373057,5.02e-06,"cubic meter",15,"Individuals per cubic meter",15,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,0.1493,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Lepomis macrochirus","juvenile","bluegill","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","40","mm","original","length",11,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.922807265270964","1.01796859883908",-71.6769949592695,-55.7168432511725,-70.9875875413965,-69.2670223289809,-72.3017165515854,-56.5498053742603,-71.8205496644843,-70.3082249828406,NA,NA,"-3.19691801443696"
"3499",3498,40091,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.8627,"Individual/(Individual*15 min)",0.000958556,"Sander vitreus (Mitchill 1818)","Lepomis macrochirus Rafinesque 1819","Sander vitreus (Mitchill 1818) [juvenile]","Lepomis macrochirus Rafinesque 1819 [juvenile]","active","sphere","active","sphere",0.001016693,8.25e-06,"cubic meter",15,"Individuals per cubic meter",15,NA,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,0.1659,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Lepomis macrochirus","juvenile","bluegill","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","50","mm","original","length",13.75,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","1.07422697814001","0.194649415058831",-68.6817068811181,-63.1993890030813,-70.9424713630919,-69.308732496118,-69.306428473434,-64.032351126169,-71.7754334861797,-70.3499351499777,NA,NA,"2.14700108394027"
